City,Date,Season,Team1,Team2,Venue,TossWinner,TossDecision,WinningTeam,method,Umpire1,Umpire2,players_team1,players_team2,Total_Team1_Performance_score,Total_Team2_Performance_score
Delhi,2008-05-17,2008,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,bat,Kings XI Punjab,D/L,AV Jayaprakash,RE Koertzen,"['Gautam Gambhir', 'Virender Sehwag', 'Shikhar Dhawan', 'Tillakaratne Dilshan', 'Mf Maharoof', 'Shoaib Malik', 'Pradeep Sangwan', 'Dinesh Karthik', 'Amit Mishra', 'Rajat Bhatia', 'Glenn Mcgrath']","['Shaun Marsh', 'James Hopes', 'Yuvraj Singh', 'Luke Pomersbach', 'Mahela Jayawardene', 'Irfan Pathan', 'Ramesh Powar', 'Piyush Chawla', 'Uday Kaul', 'Shanthakumaran Sreesanth', 'Vikram Singh']",2.661121159009503,2.468548776566896
Jaipur,2008-05-17,2008,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,Rajasthan Royals,,BF Bowden,SL Shastri,"['Graeme Smith', 'Swapnil Asnodkar', 'Shane Watson', 'Yusuf Pathan', 'Mohammad Kaif', 'Ravindra Jadeja', 'Shane Warne', 'Sohail Tanvir', 'Mahesh Rawat', 'Siddharth Trivedi', 'Munaf Patel']","['Jagadeesh Arunkumar', 'Virat Kohli', 'Misbah-Ul-Haq', 'Jacques Kallis', 'Cameron White', 'Rahul Dravid', 'Devraj Patil', 'Praveen Kumar', 'Zaheer Khan', 'Anil Kumble', 'Abdur Razzak']",2.9450245899619176,1.858803677246509
Hyderabad,2008-05-18,2008,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,field,Mumbai Indians,,BR Doctrove,DJ Harper,"['Adam Gilchrist', 'Shahid Afridi', 'Rohit Sharma', 'Lpc Silva', 'Venugopal Rao', 'Dwaraka Ravi Teja', 'Nuwan Zoysa', 'Halhadar Das', 'Rp Singh', 'Pragyan Ojha', 'Paidikalva Vijaykumar']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Dominic Thornely', 'Abhishek Nayar', 'Robin Uthappa', 'Dwayne Bravo', 'Pinal Shah', 'Yogesh Takawale Duplicate', 'Rohan Raje', 'Ashish Nehra', 'Dilhara Fernando']",2.153631841021671,1.8719174063900665
Kolkata,2008-05-18,2008,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,bat,Chennai Super Kings,D/L,Asad Rauf,K Hariharan,"['Salman Butt', 'Mohammad Hafeez', 'Sourav Ganguly', 'Debabrata Das', 'David Hussey', 'Laxmi Ratan Shukla', 'Wriddhiman Saha', 'Ajit Agarkar', 'Ishant Sharma', 'Ashok Dinda', 'Shoaib Akhtar']","['Parthiv Patel', 'Stephen Fleming', 'Vidyut Sivaramakrishnan', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Albie Morkel', 'Manpreet Gony', 'Lakshmipathy Balaji', 'Muttiah Muralitharan', 'Makhaya Ntini']",2.028298764731919,3.399850232760181
Bangalore,2008-05-19,2008,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,field,Delhi Daredevils,,SJ Davis,GA Pratapkumar,"['Jacques Kallis', 'Bharat Chipli', 'Shreevats Goswami', 'Rahul Dravid', 'Misbah-Ul-Haq', 'Cameron White', 'Balachandra Akhil', 'Praveen Kumar', 'Zaheer Khan', 'Anil Kumble', 'Dale Steyn']","['Gautam Gambhir', 'Virender Sehwag', 'Ab De Villiers', 'Tillakaratne Dilshan', 'Shikhar Dhawan', 'Dinesh Karthik', 'Mf Maharoof', 'Rajat Bhatia', 'Yo Mahesh', 'Pradeep Sangwan', 'Glenn Mcgrath']",1.9689927416400985,2.6766532019392053
Kolkata,2008-05-20,2008,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Rajasthan Royals,,BG Jerling,RE Koertzen,"['Salman Butt', 'Mohammad Hafeez', 'Sourav Ganguly', 'David Hussey', 'Debabrata Das', 'Laxmi Ratan Shukla', 'Wriddhiman Saha', 'Ajit Agarkar', 'Umar Gul', 'Ishant Sharma', 'Ashok Dinda']","['Graeme Smith', 'Swapnil Asnodkar', 'Sohail Tanvir', 'Mohammad Kaif', 'Shane Watson', 'Yusuf Pathan', 'Ravindra Jadeja', 'Shane Warne', 'Mahesh Rawat', 'Siddharth Trivedi', 'Munaf Patel']",2.0919676920976555,2.945024589961917
Mumbai,2008-05-21,2008,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,field,Kings XI Punjab,,BF Bowden,GA Pratapkumar,"['Sanath Jayasuriya', 'Sachin Tendulkar', 'Dwayne Smith', 'Abhishek Nayar', 'Robin Uthappa', 'Shaun Pollock', 'Pinal Shah', 'Siddharth Chitnis', 'Dilhara Fernando', 'Ashish Nehra', 'Vikrant Yeligati']","['Shaun Marsh', 'James Hopes', 'Luke Pomersbach', 'Yuvraj Singh', 'Mahela Jayawardene', 'Irfan Pathan', 'Tanmay Srivastava', 'Piyush Chawla', 'Uday Kaul', 'Shanthakumaran Sreesanth', 'Vikram Singh']",1.9850589279873658,2.42956790306149
Chennai,2008-05-21,2008,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,DJ Harper,I Shivram,"['Parthiv Patel', 'Stephen Fleming', 'Ms Dhoni', 'Suresh Raina', 'Subramaniam Badrinath', 'Albie Morkel', 'Vidyut Sivaramakrishnan', 'Manpreet Gony', 'Lakshmipathy Balaji', 'Makhaya Ntini', 'Muttiah Muralitharan']","['Jacques Kallis', 'Shreevats Goswami', 'Virat Kohli', 'Rahul Dravid', 'Misbah-Ul-Haq', 'Mark Boucher', 'Balachandra Akhil', 'Praveen Kumar', 'Vinay Kumar', 'Anil Kumble', 'Dale Steyn']",3.3998502327601807,2.160049672589608
Chandigarh,2008-05-23,2008,Kings XI Punjab,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,Asad Rauf,SJ Davis,"['Shaun Marsh', 'Kumar Sangakkara', 'Yuvraj Singh', 'Luke Pomersbach', 'Mahela Jayawardene', 'Piyush Chawla', 'Tanmay Srivastava', 'Ramesh Powar', 'Gajendra Singh', 'Vikram Singh', 'Shanthakumaran Sreesanth']","['Adam Gilchrist', 'Herschelle Gibbs', 'Rohit Sharma', 'Venugopal Rao', 'Lpc Silva', 'Scott Styris', 'Dwaraka Ravi Teja', 'Sanjay Bangar', 'Rp Singh', 'Pragyan Ojha', 'Paidikalva Vijaykumar']",2.1796165058864734,2.3761429353619956
Delhi,2008-05-24,2008,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,BF Bowden,K Hariharan,"['Gautam Gambhir', 'Virender Sehwag', 'Shikhar Dhawan', 'Manoj Tiwary', 'Tillakaratne Dilshan', 'Dinesh Karthik', 'Mf Maharoof', 'Brett Geeves', 'Yo Mahesh', 'Amit Mishra', 'Glenn Mcgrath']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Dwayne Smith', 'Robin Uthappa', 'Abhishek Nayar', 'Shaun Pollock', 'Siddharth Chitnis', 'Pinal Shah', 'Andre Nel', 'Dhawal Kulkarni', 'Ashish Nehra']",2.768190104604312,2.0071394528123103
Chennai,2008-05-24,2008,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,Rajasthan Royals,,DJ Harper,SL Shastri,"['Parthiv Patel', 'Stephen Fleming', 'Suresh Raina', 'Albie Morkel', 'Ms Dhoni', 'Subramaniam Badrinath', 'Manpreet Gony', 'Abhinav Mukund', 'Lakshmipathy Balaji', 'Muttiah Muralitharan', 'Makhaya Ntini']","['Graeme Smith', 'Swapnil Asnodkar', 'Kamran Akmal', 'Yusuf Pathan', 'Mohammad Kaif', 'Taruwar Kohli', 'Dinesh Salunkhe', 'Shane Warne', 'Sohail Tanvir', 'Pankaj Singh', 'Munaf Patel']",3.2029239123223108,2.5129672079897145
Kolkata,2008-05-25,2008,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,bat,Kolkata Knight Riders,,SJ Davis,I Shivram,"['Salman Butt', 'Sourav Ganguly', 'Debabrata Das', 'David Hussey', 'Laxmi Ratan Shukla', 'Wriddhiman Saha', 'Aakash Chopra', 'Umar Gul', 'Ishant Sharma', 'Ajantha Mendis', 'Ashok Dinda']","['Shaun Marsh', 'James Hopes', 'Kumar Sangakkara', 'Yuvraj Singh', 'Mahela Jayawardene', 'Irfan Pathan', 'Piyush Chawla', 'Tanmay Srivastava', 'Ramesh Powar', 'Vikram Singh', 'Shanthakumaran Sreesanth']",2.0505712011336223,2.5151310126413864
Hyderabad,2008-05-25,2008,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,Royal Challengers Bangalore,,Asad Rauf,RE Koertzen,"['Adam Gilchrist', 'Herschelle Gibbs', 'Rohit Sharma', 'Lpc Silva', 'Venugopal Rao', 'Dwaraka Ravi Teja', 'Sanjay Bangar', 'Chaminda Vaas', 'Rp Singh', 'Paidikalva Vijaykumar', 'Arjun Yadav']","['Jacques Kallis', 'Wasim Jaffer', 'Misbah-Ul-Haq', 'Rahul Dravid', 'Cameron White', 'Virat Kohli', 'Balachandra Akhil', 'Shreevats Goswami', 'Vinay Kumar', 'Anil Kumble', 'Dale Steyn']",2.231183575348628,1.954551876113288
Jaipur,2008-05-26,2008,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,BF Bowden,K Hariharan,"['Kamran Akmal', 'Swapnil Asnodkar', 'Yusuf Pathan', 'Shane Watson', 'Mohammad Kaif', 'Ravindra Jadeja', 'Niraj Patel', 'Shane Warne', 'Sohail Tanvir', 'Siddharth Trivedi', 'Pankaj Singh']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Abhishek Nayar', 'Robin Uthappa', 'Dwayne Smith', 'Shaun Pollock', 'Manish Pandey', 'Yogesh Takawale Duplicate', 'Rohan Raje', 'Dilhara Fernando', 'Ashish Nehra']",2.4879781903780307,1.9643419624067773
Hyderabad,2008-05-27,2008,Deccan Chargers,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,Chennai Super Kings,,BG Jerling,AM Saheba,"['Adam Gilchrist', 'Herschelle Gibbs', 'Scott Styris', 'Venugopal Rao', 'Dwaraka Ravi Teja', 'Shahid Afridi', 'Arjun Yadav', 'Rp Singh', 'Pragyan Ojha', 'Pm Sarvesh Kumar', 'Paidikalva Vijaykumar']","['Parthiv Patel', 'Stephen Fleming', 'Suresh Raina', 'Ms Dhoni', 'Albie Morkel', 'Subramaniam Badrinath', 'Abhinav Mukund', 'Makhaya Ntini', 'Muttiah Muralitharan', 'Manpreet Gony', 'Lakshmipathy Balaji']",2.026081727887303,3.202923912322311
Chandigarh,2008-05-28,2008,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,Kings XI Punjab,,SJ Davis,K Hariharan,"['Shaun Marsh', 'James Hopes', 'Yuvraj Singh', 'Luke Pomersbach', 'Kumar Sangakkara', 'Ramesh Powar', 'Piyush Chawla', 'Irfan Pathan', 'Vikram Singh', 'Shanthakumaran Sreesanth', 'Wilkin Mota']","['Mohammad Kaif', 'Niraj Patel', 'Younis Khan', 'Shane Watson', 'Yusuf Pathan', 'Kamran Akmal', 'Mahesh Rawat', 'Dinesh Salunkhe', 'Pankaj Singh', 'Siddharth Trivedi', 'Munaf Patel']",2.7037545068450455,1.8404886020930016
Bangalore,2008-05-28,2008,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,,BF Bowden,AV Jayaprakash,"['Mark Boucher', 'Shreevats Goswami', 'Misbah-Ul-Haq', 'Rahul Dravid', 'Cameron White', 'Virat Kohli', 'Balachandra Akhil', 'Praveen Kumar', 'Vinay Kumar', 'Anil Kumble', 'Dale Steyn']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Robin Uthappa', 'Dwayne Smith', 'Abhishek Nayar', 'Shaun Pollock', 'Manish Pandey', 'Yogesh Takawale Duplicate', 'Dhawal Kulkarni', 'Dilhara Fernando', 'Ashish Nehra']",2.1403967195429425,1.9500140963297892
Mumbai,2008-05-30,2008,Delhi Daredevils,Rajasthan Royals,Wankhede Stadium,Delhi Daredevils,field,Rajasthan Royals,,BF Bowden,RE Koertzen,"['Gautam Gambhir', 'Virender Sehwag', 'Shikhar Dhawan', 'Manoj Tiwary', 'Tillakaratne Dilshan', 'Dinesh Karthik', 'Mf Maharoof', 'Amit Mishra', 'Yo Mahesh', 'Mohammad Asif', 'Glenn Mcgrath']","['Graeme Smith', 'Swapnil Asnodkar', 'Sohail Tanvir', 'Shane Watson', 'Mohammad Kaif', 'Yusuf Pathan', 'Ravindra Jadeja', 'Shane Warne', 'Mahesh Rawat', 'Munaf Patel', 'Siddharth Trivedi']",2.7211796371146852,2.945024589961917
Mumbai,2008-05-31,2008,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,bat,Chennai Super Kings,,Asad Rauf,DJ Harper,"['Parthiv Patel', 'Vidyut Sivaramakrishnan', 'Suresh Raina', 'Ms Dhoni', 'Chamara Kapugedera', 'Subramaniam Badrinath', 'Albie Morkel', 'Manpreet Gony', 'Lakshmipathy Balaji', 'Muttiah Muralitharan', 'Makhaya Ntini']","['Shaun Marsh', 'James Hopes', 'Kumar Sangakkara', 'Yuvraj Singh', 'Mahela Jayawardene', 'Irfan Pathan', 'Wilkin Mota', 'Piyush Chawla', 'Ramesh Powar', 'Shanthakumaran Sreesanth', 'Vikram Singh']",3.1901738499843124,2.5465394124275074
Mumbai,2008-06-01,2008,Chennai Super Kings,Rajasthan Royals,Dr DY Patil Sports Academy,Rajasthan Royals,field,Rajasthan Royals,,BF Bowden,RE Koertzen,"['Parthiv Patel', 'Vidyut Sivaramakrishnan', 'Suresh Raina', 'Albie Morkel', 'Ms Dhoni', 'Chamara Kapugedera', 'Subramaniam Badrinath', 'Manpreet Gony', 'Lakshmipathy Balaji', 'Muttiah Muralitharan', 'Makhaya Ntini']","['Niraj Patel', 'Swapnil Asnodkar', 'Kamran Akmal', 'Shane Watson', 'Yusuf Pathan', 'Mohammad Kaif', 'Ravindra Jadeja', 'Shane Warne', 'Sohail Tanvir', 'Siddharth Trivedi', 'Munaf Patel']",3.1901738499843115,2.699556290450456
Cape Town,2009-04-18,2009,Chennai Super Kings,Mumbai Indians,Newlands,Chennai Super Kings,field,Mumbai Indians,,BR Doctrove,K Hariharan,"['Parthiv Patel', 'Matthew Hayden', 'Suresh Raina', 'Andrew Flintoff', 'Ms Dhoni', 'Jacob Oram', 'Subramaniam Badrinath', 'Joginder Sharma', 'Thilan Thushara', 'Manpreet Gony', 'Ravichandran Ashwin']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Shikhar Dhawan', 'Jp Duminy', 'Dwayne Bravo', 'Abhishek Nayar', 'Harbhajan Singh', 'Zaheer Khan', 'Pinal Shah', 'Lasith Malinga', 'Rohan Raje']",2.3532247459752025,2.1989748242883014
Cape Town,2009-04-18,2009,Royal Challengers Bangalore,Rajasthan Royals,Newlands,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,BR Doctrove,RB Tiffin,"['Jesse Ryder', 'Robin Uthappa', 'Ross Taylor', 'Kevin Pietersen', 'Rahul Dravid', 'Virat Kohli', 'Balachandra Akhil', 'Praveen Kumar', 'Vinay Kumar', 'Dale Steyn', 'Anil Kumble']","['Graeme Smith', 'Swapnil Asnodkar', 'Niraj Patel', 'Tyron Henderson', 'Yusuf Pathan', 'Dimitri Mascarenhas', 'Ravindra Jadeja', 'Shane Warne', 'Mahesh Rawat', 'Munaf Patel', 'Kamran Khan']",2.1053597268046786,2.0546971684736457
Cape Town,2009-04-19,2009,Delhi Daredevils,Kings XI Punjab,Newlands,Delhi Daredevils,field,Delhi Daredevils,D/L,MR Benson,SD Ranade,"['Gautam Gambhir', 'Virender Sehwag', 'Tillakaratne Dilshan', 'Ab De Villiers', 'Manoj Tiwary', 'Dinesh Karthik', 'Dirk Nannes', 'Daniel Vettori', 'Yo Mahesh', 'Aavishkar Salvi', 'Pradeep Sangwan']","['Ravi Bopara', 'Karan Goel', 'Yuvraj Singh', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Irfan Pathan', 'Piyush Chawla', 'Taruwar Kohli', 'Vikramjeet Malik', 'Vikram Singh', 'Yusuf Abdulla']",2.073454991800054,2.0004229439562367
Cape Town,2009-04-19,2009,Deccan Chargers,Kolkata Knight Riders,Newlands,Kolkata Knight Riders,bat,Deccan Chargers,,MR Benson,BR Doctrove,"['Adam Gilchrist', 'Herschelle Gibbs', 'Vvs Laxman', 'Rohit Sharma', 'Scott Styris', 'Venugopal Rao', 'Harmeet Singh Bansal', 'Pragyan Ojha', 'Rp Singh', 'Dwaraka Ravi Teja', 'Fh Edwards - Duplicate']","['Brendon Mccullum', 'Chris Gayle', 'Sourav Ganguly', 'Brad Hodge', 'Aakash Chopra', 'Laxmi Ratan Shukla', 'Moises Henriques', 'Ajit Agarkar', 'Murali Kartik', 'Ishant Sharma', 'Ashok Dinda']",2.401743176701874,1.7675660988034538
Port Elizabeth,2009-04-20,2009,Royal Challengers Bangalore,Chennai Super Kings,St George's Park,Chennai Super Kings,bat,Chennai Super Kings,,BG Jerling,SJA Taufel,"['Praveen Kumar', 'Robin Uthappa', 'Jacques Kallis', 'Ross Taylor', 'Kevin Pietersen', 'Rahul Dravid', 'Virat Kohli', 'Rajesh Bishnoi', 'Vinay Kumar', 'Dale Steyn', 'Anil Kumble']","['Parthiv Patel', 'Matthew Hayden', 'Suresh Raina', 'Ms Dhoni', 'Andrew Flintoff', 'Albie Morkel', 'Subramaniam Badrinath', 'Joginder Sharma', 'Lakshmipathy Balaji', 'Manpreet Gony', 'Muttiah Muralitharan']",2.2501815752065384,2.953172143662477
Durban,2009-04-21,2009,Kings XI Punjab,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,field,Kolkata Knight Riders,D/L,DJ Harper,SD Ranade,"['Ravi Bopara', 'Karan Goel', 'Irfan Pathan', 'Kumar Sangakkara', 'Yuvraj Singh', 'Mahela Jayawardene', 'Taruwar Kohli', 'Piyush Chawla', 'Vikramjeet Malik', 'Vikram Singh', 'Yusuf Abdulla']","['Brendon Mccullum', 'Chris Gayle', 'Brad Hodge', 'Sourav Ganguly', 'Yashpal Singh', 'Aakash Chopra', 'Moises Henriques', 'Laxmi Ratan Shukla', 'Ishant Sharma', 'Murali Kartik', 'Ashok Dinda']",2.0004229439562367,1.7226209559067824
Cape Town,2009-04-22,2009,Royal Challengers Bangalore,Deccan Chargers,Newlands,Deccan Chargers,bat,Deccan Chargers,,M Erasmus,AM Saheba,"['Jesse Ryder', 'Robin Uthappa', 'Jacques Kallis', 'Kevin Pietersen', 'Rahul Dravid', 'Virat Kohli', 'Rajesh Bishnoi', 'Kv Sharma', 'Praveen Kumar', 'Anil Kumble', 'Dale Steyn']","['Adam Gilchrist', 'Herschelle Gibbs', 'Vvs Laxman', 'Rohit Sharma', 'Scott Styris', 'Venugopal Rao', 'Dwaraka Ravi Teja', 'Fh Edwards - Duplicate', 'Harmeet Singh Bansal', 'Pragyan Ojha', 'Rp Singh']",2.1018162273543295,2.401743176701874
Durban,2009-04-23,2009,Chennai Super Kings,Delhi Daredevils,Kingsmead,Delhi Daredevils,bat,Delhi Daredevils,,BR Doctrove,SJA Taufel,"['Parthiv Patel', 'Matthew Hayden', 'Suresh Raina', 'Ms Dhoni', 'Andrew Flintoff', 'Albie Morkel', 'Subramaniam Badrinath', 'Manpreet Gony', 'Joginder Sharma', 'Lakshmipathy Balaji', 'Muttiah Muralitharan']","['Gautam Gambhir', 'Virender Sehwag', 'Ab De Villiers', 'Tillakaratne Dilshan', 'Dinesh Karthik', 'Manoj Tiwary', 'Daniel Vettori', 'Dirk Nannes', 'Aavishkar Salvi', 'Pradeep Sangwan', 'Ashish Nehra']",2.953172143662477,2.178356840358713
Cape Town,2009-04-23,2009,Kolkata Knight Riders,Rajasthan Royals,Newlands,Kolkata Knight Riders,field,Rajasthan Royals,,MR Benson,M Erasmus,"['Chris Gayle', 'Brendon Mccullum', 'Laxmi Ratan Shukla', 'Brad Hodge', 'Sourav Ganguly', 'Sanjay Bangar', 'Yashpal Singh', 'Ajit Agarkar', 'Ishant Sharma', 'Ajantha Mendis', 'Anureet Singh']","['Graeme Smith', 'Paul Valthaty', 'Rob Quiney', 'Yusuf Pathan', 'Ravindra Jadeja', 'Dimitri Mascarenhas', 'Abhishek Raut', 'Shane Warne', 'Mahesh Rawat', 'Munaf Patel', 'Kamran Khan']",1.7987984373514931,1.9177522583537205
Durban,2009-04-24,2009,Royal Challengers Bangalore,Kings XI Punjab,Kingsmead,Royal Challengers Bangalore,bat,Kings XI Punjab,,BR Doctrove,TH Wijewardene,"['Jesse Ryder', 'Robin Uthappa', 'Jacques Kallis', 'Kevin Pietersen', 'Rahul Dravid', 'Ross Taylor', 'Virat Kohli', 'Praveen Kumar', 'Vinay Kumar', 'Pankaj Singh', 'Anil Kumble']","['Ravi Bopara', 'Karan Goel', 'Kumar Sangakkara', 'Yuvraj Singh', 'Mahela Jayawardene', 'Irfan Pathan', 'Wilkin Mota', 'Piyush Chawla', 'Vikram Singh', 'Ranadeb Bose', 'Yusuf Abdulla']",2.1752136192313354,2.0330651768652315
Durban,2009-04-25,2009,Deccan Chargers,Mumbai Indians,Kingsmead,Deccan Chargers,bat,Deccan Chargers,,HDPK Dharmasena,SJA Taufel,"['Adam Gilchrist', 'Herschelle Gibbs', 'Dwayne Smith', 'Rohit Sharma', 'Vvs Laxman', 'Venugopal Rao', 'Dwaraka Ravi Teja', 'Rp Singh', 'Fh Edwards - Duplicate', 'Pragyan Ojha', 'Harmeet Singh Bansal']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Jp Duminy', 'Shikhar Dhawan', 'Dwayne Bravo', 'Abhishek Nayar', 'Harbhajan Singh', 'Zaheer Khan', 'Pinal Shah', 'Lasith Malinga', 'Dhawal Kulkarni']",2.4251549889400326,2.1985553371135333
Cape Town,2009-04-26,2009,Kings XI Punjab,Rajasthan Royals,Newlands,Kings XI Punjab,bat,Kings XI Punjab,,M Erasmus,K Hariharan,"['Ravi Bopara', 'Karan Goel', 'Kumar Sangakkara', 'Yuvraj Singh', 'Mahela Jayawardene', 'Irfan Pathan', 'Piyush Chawla', 'Wilkin Mota', 'Ramesh Powar', 'Vikram Singh', 'Yusuf Abdulla']","['Swapnil Asnodkar', 'Graeme Smith', 'Rob Quiney', 'Yusuf Pathan', 'Dimitri Mascarenhas', 'Ravindra Jadeja', 'Abhishek Raut', 'Shane Warne', 'Mahesh Rawat', 'Munaf Patel', 'Kamran Khan']",2.02820919959175,2.187553598629227
Port Elizabeth,2009-04-26,2009,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,Royal Challengers Bangalore,bat,Delhi Daredevils,,S Asnani,BG Jerling,"['Jacques Kallis', 'Robin Uthappa', 'Kevin Pietersen', 'Ross Taylor', 'Virat Kohli', 'Mark Boucher', 'Balachandra Akhil', 'Vinay Kumar', 'Pankaj Singh', 'Anil Kumble', 'Kp Appanna']","['Gautam Gambhir', 'Virender Sehwag', 'Tillakaratne Dilshan', 'Ab De Villiers', 'Dinesh Karthik', 'Mithun Manhas', 'Amit Mishra', 'Daniel Vettori', 'Dirk Nannes', 'Pradeep Sangwan', 'Ashish Nehra']",1.819653976511501,2.170717910979982
Durban,2009-04-27,2009,Chennai Super Kings,Deccan Chargers,Kingsmead,Deccan Chargers,field,Deccan Chargers,,IL Howell,TH Wijewardene,"['Parthiv Patel', 'Matthew Hayden', 'Suresh Raina', 'Ms Dhoni', 'Jacob Oram', 'Albie Morkel', 'Subramaniam Badrinath', 'Manpreet Gony', 'Joginder Sharma', 'Lakshmipathy Balaji', 'Muttiah Muralitharan']","['Adam Gilchrist', 'Herschelle Gibbs', 'Vvs Laxman', 'Rohit Sharma', 'Dwayne Smith', 'Azhar Bilakhia', 'Venugopal Rao', 'Pragyan Ojha', 'Rp Singh', 'Fh Edwards - Duplicate', 'Shoaib Ahmed']",2.966625996113585,2.298777410794731
Port Elizabeth,2009-04-27,2009,Kolkata Knight Riders,Mumbai Indians,St George's Park,Mumbai Indians,bat,Mumbai Indians,,BG Jerling,RB Tiffin,"['Brendon Mccullum', 'Chris Gayle', 'Brad Hodge', 'Sourav Ganguly', 'Arindam Ghosh', 'Yashpal Singh', 'Laxmi Ratan Shukla', 'Ishant Sharma', 'Ajantha Mendis', 'Ashok Dinda', 'Anureet Singh']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Harbhajan Singh', 'Jp Duminy', 'Abhishek Nayar', 'Dwayne Bravo', 'Shikhar Dhawan', 'Saurabh Tiwary', 'Pinal Shah', 'Zaheer Khan', 'Lasith Malinga']",1.7064394486828969,2.2186797394678544
Centurion,2009-04-28,2009,Delhi Daredevils,Rajasthan Royals,SuperSport Park,Delhi Daredevils,bat,Rajasthan Royals,,GAV Baxter,RE Koertzen,"['Gautam Gambhir', 'Virender Sehwag', 'Ab De Villiers', 'Tillakaratne Dilshan', 'Dinesh Karthik', 'Daniel Vettori', 'Mithun Manhas', 'Amit Mishra', 'Pradeep Sangwan', 'Ashish Nehra', 'Dirk Nannes']","['Rob Quiney', 'Graeme Smith', 'Swapnil Asnodkar', 'Paul Valthaty', 'Ravindra Jadeja', 'Shane Warne', 'Yusuf Pathan', 'Dimitri Mascarenhas', 'Mahesh Rawat', 'Munaf Patel', 'Kamran Khan']",2.170717910979982,2.0852768688811243
Durban,2009-04-29,2009,Kings XI Punjab,Mumbai Indians,Kingsmead,Kings XI Punjab,bat,Kings XI Punjab,,MR Benson,SL Shastri,"['Ravi Bopara', 'Karan Goel', 'Kumar Sangakkara', 'Yuvraj Singh', 'Mahela Jayawardene', 'Irfan Pathan', 'Wilkin Mota', 'Piyush Chawla', 'Ramesh Powar', 'Vikramjeet Malik', 'Yusuf Abdulla']","['Sanath Jayasuriya', 'Sachin Tendulkar', 'Shikhar Dhawan', 'Jp Duminy', 'Dwayne Bravo', 'Abhishek Nayar', 'Harbhajan Singh', 'Saurabh Tiwary', 'Zaheer Khan', 'Pinal Shah', 'Lasith Malinga']",2.0734984553949154,2.218679739467855
Durban,2009-04-29,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,bat,Royal Challengers Bangalore,,MR Benson,TH Wijewardene,"['Jacques Kallis', 'Shreevats Goswami', 'Kevin Pietersen', 'Virat Kohli', 'Mark Boucher', 'Roelof Van Der Merwe', 'Manish Pandey', 'Praveen Kumar', 'Pankaj Singh', 'Anil Kumble', 'Kp Appanna']","['Brendon Mccullum', 'Chris Gayle', 'Brad Hodge', 'Sourav Ganguly', 'Mn Van Wyk', 'Wriddhiman Saha', 'Laxmi Ratan Shukla', 'Ajit Agarkar', 'Murali Kartik', 'Ishant Sharma', 'Ashok Dinda']",1.6119497085701138,1.9088808072818901
